馬,騎手,馬番,走破時間,オッズ,通過順,着順,体重,体重変化,性,齢,斤量,上がり,人気,レース名,日付,開催,クラス,芝・ダート,距離,回り,馬場,天気,場id,場名
ニシノアジーブ,斎藤新,10,1:14.2,105.2,13-13,11,442,-2,牝,3,54.0,38.3,3.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,ダ,1200,右,稍,雨,5,中山
ショウナンマジカル,菅原明良,5,1:14.2,107.0,8-9,12,424,-2,牝,3,54.0,39.1,7.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,ダ,1200,右,稍,雨,5,中山
ジュウセンシャ,原優介,14,1:14.3,425.9,16-15,13,514,-10,牡,3,53.0,38.0,4.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,ダ,1200,右,稍,雨,5,中山
ハルノヒ,江田照男,8,1:14.3,77.8,6-6,14,438,16,牝,3,54.0,39.4,3.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,ダ,1200,右,稍,雨,5,中山
ニシノロゼ,勝浦正樹,6,1:15.3,115.9,8-10,15,454,-2,牝,3,54.0,40.1,2.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,ダ,1200,右,稍,雨,5,中山
マルヴァジーア,野中悠太,3,1:16.3,71.0,15-16,16,434,-6,牝,3,54.0,40.3,,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,ダ,1200,右,稍,雨,5,中山
デライトアゲン,木幡巧也,4,1:55.0,9.3,1-1-1-1,1,480,-2,牡,3,56.0,39.7,3.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,ダ,1800,右,稍,小,5,中山
チュウワエース,野中悠太,3,1:56.6,2.4,2-2-2-2,2,470,-6,牡,3,56.0,40.9,6.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,ダ,1800,右,稍,小,5,中山
ニシノレジスタンス,丸山元気,8,1:56.6,24.7,10-10-9-6,3,488,-4,牡,3,56.0,39.8,5.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,ダ,1800,右,稍,小,5,中山
タイタンステップス,戸崎圭太,6,1:56.8,7.4,2-2-2-2,4,540,6,牡,3,56.0,41.2,6.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,ダ,1800,右,稍,小,5,中山
ネオネイア,津村明秀,9,1:56.9,3.1,4-4-2-2,5,478,-4,牡,3,56.0,41.3,8.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,ダ,1800,右,稍,小,5,中山
ウインダ,横山琉人,13,1:57.4,13.1,4-4-5-5,6,484,2,牡,3,53.0,41.5,2.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,ダ,1800,右,稍,小,5,中山
ショウナンカンキ,吉田豊,2,1:57.5,18.2,6-6-6-6,7,436,2,牝,3,54.0,41.3,4.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,ダ,1800,右,稍,小,5,中山
ヴラディア,田辺裕信,5,1:58.1,41.7,9-9-8-8,8,476,-4,牡,3,56.0,41.4,7.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,ダ,1800,右,稍,小,5,中山
グラスセービア,嶋田純次,11,1:58.5,30.2,10-11-12-12,9,490,6,牡,3,56.0,41.2,1.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,ダ,1800,右,稍,小,5,中山
グレアファンタス,荻野極,1,1:58.7,42.6,7-7-7-9,10,486,-2,セ,3,56.0,42.3,7.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,ダ,1800,右,稍,小,5,中山
マロンブリンク,水口優也,10,1:59.1,352.4,12-11-11-10,11,402,-14,牝,3,54.0,42.0,8.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,ダ,1800,右,稍,小,5,中山
スプレッドイーグル,永野猛蔵,12,1:59.3,85.1,7-8-9-11,12,508,-2,牡,3,54.0,42.4,5.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,ダ,1800,右,稍,小,5,中山
キョウエイカーク,武士沢友,7,2:00.5,211.8,13-13-13-13,13,512,-12,牡,3,56.0,42.5,,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,ダ,1800,右,稍,小,5,中山
ポートロイヤル,伴啓太,11,3:16.0,1.8,1-1-1-1,1,468,-2,セ,6,60.0,13.6,4.0,障害4歳以上未勝利,2022年4月3日,3回中山4日目,障害4歳以上未勝利,障,2880,芝,良,小,5,中山
ルレーヴドゥリリ,上野翔,4,3:16.7,7.7,3-3-3-3,2,508,6,牝,5,58.0,13.7,6.0,障害4歳以上未勝利,2022年4月3日,3回中山4日目,障害4歳以上未勝利,障,2880,芝,良,小,5,中山
テイエムタツマキ,黒岩悠,7,3:17.0,21.6,6-6-2-2,3,496,4,牡,4,59.0,13.7,7.0,障害4歳以上未勝利,2022年4月3日,3回中山4日目,障害4歳以上未勝利,障,2880,芝,良,小,5,中山
オンザウェイ,五十嵐雄,10,3:17.2,17.3,3-3-4-4,4,546,-2,牡,6,60.0,13.7,6.0,障害4歳以上未勝利,2022年4月3日,3回中山4日目,障害4歳以上未勝利,障,2880,芝,良,小,5,中山
アイタイ,高田潤,8,3:17.4,5.9,2-2-5-5,5,520,-2,牡,6,60.0,13.7,1.0,障害4歳以上未勝利,2022年4月3日,3回中山4日目,障害4歳以上未勝利,障,2880,芝,良,小,5,中山
シュテルンシチー,小野寺祐,1,3:17.9,50.9,7-6-5-5,6,462,8,牡,6,60.0,13.7,5.0,障害4歳以上未勝利,2022年4月3日,3回中山4日目,障害4歳以上未勝利,障,2880,芝,良,小,5,中山
シーザワールド,金子光希,6,3:19.3,176.1,8-8-9-8,7,514,6,牡,9,60.0,13.8,2.0,障害4歳以上未勝利,2022年4月3日,3回中山4日目,障害4歳以上未勝利,障,2880,芝,良,小,5,中山
サトノエルドール,石神深一,2,3:19.3,6.1,10-9-7-7,8,488,8,牡,6,60.0,13.8,3.0,障害4歳以上未勝利,2022年4月3日,3回中山4日目,障害4歳以上未勝利,障,2880,芝,良,小,5,中山
プロース,蓑島靖典,3,3:21.9,29.5,9-9-10-10,9,522,0,牡,6,60.0,14.0,8.0,障害4歳以上未勝利,2022年4月3日,3回中山4日目,障害4歳以上未勝利,障,2880,芝,良,小,5,中山
コタ,大江原圭,12,3:25.4,100.3,5-5-8-9,10,470,14,牡,4,59.0,14.3,7.0,障害4歳以上未勝利,2022年4月3日,3回中山4日目,障害4歳以上未勝利,障,2880,芝,良,小,5,中山
ニシノエルサ,大庭和弥,9,3:26.5,151.5,11-11-11-11,11,458,2,牝,4,57.0,14.3,5.0,障害4歳以上未勝利,2022年4月3日,3回中山4日目,障害4歳以上未勝利,障,2880,芝,良,小,5,中山
ダンツトレノ,中村将之,5,3:31.9,14.4,12-12-12-12,12,484,2,牡,4,59.0,14.7,,障害4歳以上未勝利,2022年4月3日,3回中山4日目,障害4歳以上未勝利,障,2880,芝,良,小,5,中山
キントリヒ,戸崎圭太,16,2:16.9,1.7,6-7-3-2,1,456,-6,牡,3,56.0,36.0,8.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,芝,2200,右,稍,雨,5,中山
ウロボン,三浦皇成,17,2:17.4,20.8,11-12-3-4,2,458,-4,牡,3,56.0,36.5,7.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,芝,2200,右,稍,雨,5,中山
クラシカルオーサー,秋山稔樹,15,2:17.6,64.6,3-3-3-5,3,448,-4,牡,3,55.0,36.7,2.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,芝,2200,右,稍,雨,5,中山
ハコダテジョー,石川裕紀,3,2:17.6,13.8,2-2-2-1,4,460,-4,牡,3,56.0,36.9,4.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,芝,2200,右,稍,雨,5,中山
ビーアンビシャス,石橋脩,8,2:17.8,19.2,14-15-14-14,5,518,0,牡,3,56.0,36.0,7.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,芝,2200,右,稍,雨,5,中山
ナイキグロ,丹内祐次,14,2:18.0,172.6,6-6-7-6,6,470,-2,牡,3,56.0,36.9,6.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,芝,2200,右,稍,雨,5,中山
シエロフェイス,菅原明良,11,2:18.0,3.7,3-5-7-8,7,434,2,牡,3,56.0,36.9,5.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,芝,2200,右,稍,雨,5,中山
ビーウォーター,田辺裕信,9,2:18.1,7.0,13-14-12-12,8,492,-2,牡,3,56.0,36.5,7.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,芝,2200,右,稍,雨,5,中山
カガギムレット,丸山元気,13,2:18.3,175.8,17-17-16-17,9,426,0,牡,3,56.0,36.2,5.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,芝,2200,右,稍,雨,5,中山
ニシノジャズ,武藤雅,10,2:18.3,86.8,9-10-10-8,10,476,4,牝,3,54.0,36.9,1.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,芝,2200,右,稍,雨,5,中山
クラウドクラスター,内田博幸,1,2:18.4,124.6,14-13-14-14,11,474,-10,牡,3,56.0,36.5,3.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,芝,2200,右,稍,雨,5,中山
パンパシフィック,永野猛蔵,6,2:18.5,49.0,16-17-16-17,12,510,-4,牡,3,54.0,36.3,4.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,芝,2200,右,稍,雨,5,中山
ブルーアロー,水口優也,7,2:18.5,176.2,6-7-10-12,13,466,-4,牡,3,56.0,37.1,3.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,芝,2200,右,稍,雨,5,中山
サンアーバイン,横山和生,5,2:18.6,195.1,11-9-12-11,14,446,16,牝,3,54.0,37.1,6.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,芝,2200,右,稍,雨,5,中山
ガリンシャ,佐々木大,12,2:19.0,241.4,17-15-16-16,15,434,0,牡,3,53.0,36.8,1.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,芝,2200,右,稍,雨,5,中山
アポロリップ,木幡巧也,2,2:19.1,89.4,1-1-1-2,16,508,0,牝,3,54.0,38.5,8.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,芝,2200,右,稍,雨,5,中山
アスールパースト,杉原誠人,18,2:19.5,151.1,9-10-9-8,17,498,0,牡,3,56.0,38.3,2.0,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,芝,2200,右,稍,雨,5,中山
ジュングローリー,吉田豊,4,2:19.6,175.3,3-3-3-6,18,448,-6,牡,3,56.0,38.7,,3歳未勝利,2022年4月3日,3回中山4日目,3歳未勝利,芝,2200,右,稍,雨,5,中山
クアトロマジコ,丹内祐次,13,1:54.5,14.7,4-5-4-5,1,528,6,牡,3,56.0,39.9,6.0,3歳1勝クラス,2022年4月3日,3回中山4日目,3歳1勝クラス,ダ,1800,右,稍,雨,5,中山
ブリンディジ,菅原明良,12,1:54.5,16.2,2-2-2-2,2,540,6,牡,3,56.0,40.1,5.0,3歳1勝クラス,2022年4月3日,3回中山4日目,3歳1勝クラス,ダ,1800,右,稍,雨,5,中山
ミストルティン,田辺裕信,10,1:54.6,5.8,1-1-1-1,3,456,-2,牡,3,56.0,40.3,1.0,3歳1勝クラス,2022年4月3日,3回中山4日目,3歳1勝クラス,ダ,1800,右,稍,雨,5,中山
トリグラフ,永野猛蔵,1,1:54.9,54.5,11-11-14-12,4,442,2,牡,3,54.0,39.1,7.0,3歳1勝クラス,2022年4月3日,3回中山4日目,3歳1勝クラス,ダ,1800,右,稍,雨,5,中山
フェズカズマ,斎藤新,14,1:54.9,118.8,3-3-2-3,5,484,4,牡,3,56.0,40.4,2.0,3歳1勝クラス,2022年4月3日,3回中山4日目,3歳1勝クラス,ダ,1800,右,稍,雨,5,中山
イーサンバーニング,江田照男,4,1:55.0,75.9,15-15-15-14,6,490,-14,牡,3,56.0,38.8,5.0,3歳1勝クラス,2022年4月3日,3回中山4日目,3歳1勝クラス,ダ,1800,右,稍,雨,5,中山
インベルシオン,武藤雅,9,1:55.1,4.9,6-8-7-7,7,518,-4,牡,3,56.0,40.2,4.0,3歳1勝クラス,2022年4月3日,3回中山4日目,3歳1勝クラス,ダ,1800,右,稍,雨,5,中山
ストレートリターン,戸崎圭太,8,1:55.2,21.1,14-14-12-8,8,486,-12,牡,3,56.0,39.6,2.0,3歳1勝クラス,2022年4月3日,3回中山4日目,3歳1勝クラス,ダ,1800,右,稍,雨,5,中山
パワーブローキング,横山和生,3,1:55.3,13.1,9-9-12-12,9,526,6,牡,3,56.0,39.7,3.0,3歳1勝クラス,2022年4月3日,3回中山4日目,3歳1勝クラス,ダ,1800,右,稍,雨,5,中山
ワカミヤプレスト,勝浦正樹,5,1:55.5,6.7,11-11-11-8,10,520,4,牡,3,56.0,40.0,6.0,3歳1勝クラス,2022年4月3日,3回中山4日目,3歳1勝クラス,ダ,1800,右,稍,雨,5,中山
セイカフォルゴーレ,石川裕紀,11,1:55.8,17.5,4-3-4-3,11,498,-2,牡,3,56.0,41.1,4.0,3歳1勝クラス,2022年4月3日,3回中山4日目,3歳1勝クラス,ダ,1800,右,稍,雨,5,中山
ゼニット,小林脩斗,7,1:56.4,247.6,6-7-6-6,12,504,4,牡,3,53.0,41.6,1.0,3歳1勝クラス,2022年4月3日,3回中山4日目,3歳1勝クラス,ダ,1800,右,稍,雨,5,中山
ミツカネヴィーナス,三浦皇成,2,1:57.1,51.9,6-5-9-11,13,454,-2,牝,3,54.0,41.8,3.0,3歳1勝クラス,2022年4月3日,3回中山4日目,3歳1勝クラス,ダ,1800,右,稍,雨,5,中山
セブンスレター,大野拓弥,6,1:57.9,51.8,9-9-9-8,14,504,0,牡,3,56.0,42.6,8.0,3歳1勝クラス,2022年4月3日,3回中山4日目,3歳1勝クラス,ダ,1800,右,稍,雨,5,中山
アンビション,丸山元気,15,,28.5,11-11-8-14,15,550,4,牡,3,56.0,,8.0,3歳1勝クラス,2022年4月3日,3回中山4日目,3歳1勝クラス,ダ,1800,右,稍,雨,5,中山
カフェカルマ,内田博幸,16,,3.3,,16,510,-6,牡,3,56.0,,,3歳1勝クラス,2022年4月3日,3回中山4日目,3歳1勝クラス,ダ,1800,右,稍,雨,5,中山
オメガロマンス,横山和生,2,1:35.2,8.4,16-16-16,1,462,20,牝,4,55.0,34.8,3.0,4歳以上1勝クラス,2022年4月3日,3回中山4日目,4歳以上1勝クラス,芝,1600,右,稍,雨,5,中山
ヴィクトゥーラ,戸崎圭太,6,1:35.3,2.6,4-3-2,2,490,0,牡,4,57.0,36.0,7.0,4歳以上1勝クラス,2022年4月3日,3回中山4日目,4歳以上1勝クラス,芝,1600,右,稍,雨,5,中山
ジッピーレーサー,横山琉人,14,1:35.4,18.5,2-3-2,3,470,4,セ,5,54.0,36.1,7.0,4歳以上1勝クラス,2022年4月3日,3回中山4日目,4歳以上1勝クラス,芝,1600,右,稍,雨,5,中山
コスモアシュラ,丹内祐次,13,1:35.6,49.4,4-7-5,4,518,12,牡,4,57.0,36.1,8.0,4歳以上1勝クラス,2022年4月3日,3回中山4日目,4歳以上1勝クラス,芝,1600,右,稍,雨,5,中山
ブライドグルーム,大野拓弥,15,1:35.6,90.0,7-5-5,5,444,13,セ,5,57.0,36.2,6.0,4歳以上1勝クラス,2022年4月3日,3回中山4日目,4歳以上1勝クラス,芝,1600,右,稍,雨,5,中山
シベール,吉田豊,12,1:35.8,12.1,15-14-11,6,458,0,牝,5,55.0,35.7,4.0,4歳以上1勝クラス,2022年4月3日,3回中山4日目,4歳以上1勝クラス,芝,1600,右,稍,雨,5,中山
ロングボウマン,石橋脩,8,1:35.8,13.9,1-1-1,7,476,4,牡,4,57.0,36.9,5.0,4歳以上1勝クラス,2022年4月3日,3回中山4日目,4歳以上1勝クラス,芝,1600,右,稍,雨,5,中山
スプリッツァー,菊沢一樹,9,1:35.9,54.7,11-11-8,8,478,-6,牡,5,57.0,36.1,6.0,4歳以上1勝クラス,2022年4月3日,3回中山4日目,4歳以上1勝クラス,芝,1600,右,稍,雨,5,中山
ラルワースコーヴ,荻野極,11,1:36.1,24.4,2-2-2,9,464,-9,牝,5,55.0,36.9,2.0,4歳以上1勝クラス,2022年4月3日,3回中山4日目,4歳以上1勝クラス,芝,1600,右,稍,雨,5,中山
イースタンワールド,木幡巧也,3,1:36.1,7.7,11-11-11,10,486,22,牡,4,57.0,36.2,4.0,4歳以上1勝クラス,2022年4月3日,3回中山4日目,4歳以上1勝クラス,芝,1600,右,稍,雨,5,中山
ビジューブリランテ,菅原明良,7,1:36.3,16.6,4-5-5,11,488,-2,セ,4,57.0,36.9,1.0,4歳以上1勝クラス,2022年4月3日,3回中山4日目,4歳以上1勝クラス,芝,1600,右,稍,雨,5,中山
シルバースピリット,石川裕紀,1,1:36.4,47.7,9-8-8,12,478,14,牡,4,57.0,36.8,2.0,4歳以上1勝クラス,2022年4月3日,3回中山4日目,4歳以上1勝クラス,芝,1600,右,稍,雨,5,中山
リュクスフレンド,田辺裕信,4,1:36.9,9.2,11-14-11,13,462,0,牝,4,55.0,36.9,8.0,4歳以上1勝クラス,2022年4月3日,3回中山4日目,4歳以上1勝クラス,芝,1600,右,稍,雨,5,中山
アルジェントステラ,津村明秀,16,1:37.2,7.6,9-8-8,14,450,28,牝,4,55.0,37.6,3.0,4歳以上1勝クラス,2022年4月3日,3回中山4日目,4歳以上1勝クラス,芝,1600,右,稍,雨,5,中山
マイバウム,永野猛蔵,5,1:37.2,227.0,11-11-11,15,456,-8,牡,4,55.0,37.4,5.0,4歳以上1勝クラス,2022年4月3日,3回中山4日目,4歳以上1勝クラス,芝,1600,右,稍,雨,5,中山
オセアジャスティス,佐々木大,10,1:37.8,154.8,7-8-11,16,526,2,牡,4,54.0,38.1,,4歳以上1勝クラス,2022年4月3日,3回中山4日目,4歳以上1勝クラス,芝,1600,右,稍,雨,5,中山
テンウォークライ,大野拓弥,12,1:54.1,3.5,6-6-3-3,1,470,-10,牡,4,57.0,39.2,5.0,4歳以上1勝クラス,2022年4月3日,3回中山4日目,4歳以上1勝クラス,ダ,1800,右,稍,小,5,中山
リヴェット,田辺裕信,6,1:54.4,4.1,10-10-6-6,2,486,6,牡,4,57.0,39.2,6.0,4歳以上1勝クラス,2022年4月3日,3回中山4日目,4歳以上1勝クラス,ダ,1800,右,稍,小,5,中山
タイセイマーベル,三浦皇成,8,1:54.6,4.8,2-2-2-2,3,494,-2,牡,4,57.0,39.8,3.0,4歳以上1勝クラス,2022年4月3日,3回中山4日目,4歳以上1勝クラス,ダ,1800,右,稍,小,5,中山
ニシノソワレ,野中悠太,3,1:54.6,7.9,1-1-1-1,4,492,0,牡,4,57.0,39.8,7.0,4歳以上1勝クラス,2022年4月3日,3回中山4日目,4歳以上1勝クラス,ダ,1800,右,稍,小,5,中山
サイモンポーリア,丸山元気,11,1:54.8,206.1,4-5-6-5,5,484,6,牝,4,55.0,39.6,4.0,4歳以上1勝クラス,2022年4月3日,3回中山4日目,4歳以上1勝クラス,ダ,1800,右,稍,小,5,中山
ナンヨーヴィヨレ,横山琉人,5,1:55.0,33.7,8-8-6-7,6,460,-4,牡,4,54.0,39.7,8.0,4歳以上1勝クラス,2022年4月3日,3回中山4日目,4歳以上1勝クラス,ダ,1800,右,稍,小,5,中山
ストロングカレント,菅原明良,13,1:55.3,6.9,3-3-3-3,7,482,-2,牡,4,57.0,40.4,4.0,4歳以上1勝クラス,2022年4月3日,3回中山4日目,4歳以上1勝クラス,ダ,1800,右,稍,小,5,中山
ヒューミリティ,秋山稔樹,4,1:55.4,23.0,7-7-5-7,8,464,-2,セ,5,56.0,40.3,5.0,4歳以上1勝クラス,2022年4月3日,3回中山4日目,4歳以上1勝クラス,ダ,1800,右,稍,小,5,中山
レープハフト,小林脩斗,7,1:55.9,90.0,12-12-12-13,9,462,6,牝,4,52.0,39.4,1.0,4歳以上1勝クラス,2022年4月3日,3回中山4日目,4歳以上1勝クラス,ダ,1800,右,稍,小,5,中山
ピースボヌール,内田博幸,1,1:56.2,7.9,9-8-9-9,10,506,8,セ,5,57.0,40.6,7.0,4歳以上1勝クラス,2022年4月3日,3回中山4日目,4歳以上1勝クラス,ダ,1800,右,稍,小,5,中山
ミユキダイアモンド,小林凌大,10,1:56.2,35.3,12-12-12-12,11,456,8,牝,6,52.0,39.8,6.0,4歳以上1勝クラス,2022年4月3日,3回中山4日目,4歳以上1勝クラス,ダ,1800,右,稍,小,5,中山
アルジェンタータ,丹内祐次,9,1:56.3,162.0,11-11-11-11,12,432,-2,牝,6,55.0,40.1,2.0,4歳以上1勝クラス,2022年4月3日,3回中山4日目,4歳以上1勝クラス,ダ,1800,右,稍,小,5,中山
アイファーラクーン,原優介,2,1:57.3,252.4,4-3-9-9,13,422,-2,牝,4,52.0,41.7,,4歳以上1勝クラス,2022年4月3日,3回中山4日目,4歳以上1勝クラス,ダ,1800,右,稍,小,5,中山
トーセンリョウ,田辺裕信,7,2:17.1,2.4,3-3-3-3,1,464,20,牡,3,56.0,35.4,4.0,山吹賞 ,2022年4月3日,3回中山4日目,3歳1勝クラス,芝,2200,右,稍,曇,5,中山
ブラックボイス,横山和生,4,2:17.5,3.9,2-2-2-2,2,508,0,牡,3,56.0,35.9,2.0,山吹賞 ,2022年4月3日,3回中山4日目,3歳1勝クラス,芝,2200,右,稍,曇,5,中山
スリーエクスプレス,三浦皇成,2,2:17.9,13.6,6-7-6-4,3,486,0,牡,3,56.0,35.8,3.0,山吹賞 ,2022年4月3日,3回中山4日目,3歳1勝クラス,芝,2200,右,稍,曇,5,中山
フリューゲルホルン,大野拓弥,3,2:18.1,38.3,1-1-1-1,4,524,0,牡,3,56.0,36.7,5.0,山吹賞 ,2022年4月3日,3回中山4日目,3歳1勝クラス,芝,2200,右,稍,曇,5,中山
タイラーテソーロ,菅原明良,5,2:18.1,7.8,8-8-9-8,5,474,2,牡,3,56.0,35.6,8.0,山吹賞 ,2022年4月3日,3回中山4日目,3歳1勝クラス,芝,2200,右,稍,曇,5,中山
アケルナルスター,柴田大知,8,2:18.2,4.4,9-9-6-4,6,458,2,牡,3,56.0,36.1,6.0,山吹賞 ,2022年4月3日,3回中山4日目,3歳1勝クラス,芝,2200,右,稍,曇,5,中山
ウン,丹内祐次,6,2:18.2,70.3,5-5-4-4,7,474,2,牡,3,56.0,36.3,8.0,山吹賞 ,2022年4月3日,3回中山4日目,3歳1勝クラス,芝,2200,右,稍,曇,5,中山
フジマサフリーダム,戸崎圭太,9,2:18.8,8.8,6-6-5-4,8,522,0,牡,3,56.0,36.8,1.0,山吹賞 ,2022年4月3日,3回中山4日目,3歳1勝クラス,芝,2200,右,稍,曇,5,中山
エコロエース,石川裕紀,1,2:22.7,72.8,3-3-8-9,9,492,2,牡,3,56.0,40.5,,山吹賞 ,2022年4月3日,3回中山4日目,3歳1勝クラス,芝,2200,右,稍,曇,5,中山
ヴィルヘルム,荻野極,2,1:35.6,2.0,1-1-1,1,506,-4,牡,4,57.0,35.1,7.0,両国特別 ,2022年4月3日,3回中山4日目,4歳以上2勝クラス,芝,1600,右,稍,曇,5,中山
ジネストラ,三浦皇成,7,1:35.8,3.8,3-3-2,2,450,-6,牝,4,55.0,34.9,5.0,両国特別 ,2022年4月3日,3回中山4日目,4歳以上2勝クラス,芝,1600,右,稍,曇,5,中山
アイリッシュムーン,菅原明良,5,1:36.0,12.3,2-2-2,3,476,0,牝,4,55.0,35.2,1.0,両国特別 ,2022年4月3日,3回中山4日目,4歳以上2勝クラス,芝,1600,右,稍,曇,5,中山
アラビアンナイト,丸山元気,1,1:36.2,15.1,4-3-4,4,444,-2,牝,4,55.0,35.3,8.0,両国特別 ,2022年4月3日,3回中山4日目,4歳以上2勝クラス,芝,1600,右,稍,曇,5,中山
スーパーホープ,戸崎圭太,10,1:36.4,3.5,8-6-7,5,510,-6,牡,4,57.0,35.2,7.0,両国特別 ,2022年4月3日,3回中山4日目,4歳以上2勝クラス,芝,1600,右,稍,曇,5,中山
テンワールドレイナ,丹内祐次,8,1:36.4,72.7,4-6-4,6,482,0,牝,7,55.0,35.3,6.0,両国特別 ,2022年4月3日,3回中山4日目,4歳以上2勝クラス,芝,1600,右,稍,曇,5,中山
カイザーノヴァ,内田博幸,6,1:36.7,72.0,7-8-7,7,464,4,牡,4,57.0,35.3,3.0,両国特別 ,2022年4月3日,3回中山4日目,4歳以上2勝クラス,芝,1600,右,稍,曇,5,中山
ネバーゴーンアウト,黛弘人,3,1:36.7,88.0,4-5-4,8,486,8,セ,5,57.0,35.7,4.0,両国特別 ,2022年4月3日,3回中山4日目,4歳以上2勝クラス,芝,1600,右,稍,曇,5,中山
ニシノガブリヨリ,勝浦正樹,4,1:36.7,53.5,9-9-9,9,502,18,牡,4,57.0,35.0,8.0,両国特別 ,2022年4月3日,3回中山4日目,4歳以上2勝クラス,芝,1600,右,稍,曇,5,中山
シャドウセッション,石川裕紀,9,1:37.3,49.9,9-9-9,10,518,-4,セ,6,57.0,35.7,,両国特別 ,2022年4月3日,3回中山4日目,4歳以上2勝クラス,芝,1600,右,稍,曇,5,中山
エヴァーガーデン,丹内祐次,3,2:02.1,8.2,2-2-2-2,1,484,2,牝,5,55.0,35.5,8.0,美浦ステークス ,2022年4月3日,3回中山4日目,4歳以上3勝クラス,芝,2000,右,稍,曇,5,中山
ミトノマルーン,三浦皇成,8,2:02.2,22.5,1-1-1-1,2,484,-6,牡,6,57.0,36.6,7.0,美浦ステークス ,2022年4月3日,3回中山4日目,4歳以上3勝クラス,芝,2000,右,稍,曇,5,中山
レインカルナティオ,菅原明良,7,2:02.2,2.8,6-6-7-7,3,500,-8,牡,5,57.0,35.0,4.0,美浦ステークス ,2022年4月3日,3回中山4日目,4歳以上3勝クラス,芝,2000,右,稍,曇,5,中山
